model,disease,run,llm_ids,unsupported,ane,valid_enriched
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run069,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run069,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run069,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run069,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run069,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run070,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run070,10,0,6,4
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run070,10,3,5,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run070,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run070,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run070,10,2,8,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run071,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run071,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run071,10,3,5,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run071,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run071,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run071,10,2,8,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run072,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run072,10,0,6,4
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run072,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run072,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run072,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run072,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run073,10,0,9,1
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run073,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run073,10,3,5,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run073,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run073,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run073,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run074,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run074,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run074,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run074,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run074,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run074,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run075,10,0,9,1
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run075,10,0,6,4
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run075,10,3,5,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run075,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run075,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run075,10,2,8,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run076,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run076,10,0,6,4
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run076,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run076,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run076,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run076,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run077,10,0,9,1
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run077,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run077,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run077,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run077,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run077,10,2,8,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run078,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run078,10,0,6,4
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run078,10,3,5,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run078,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run078,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run078,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run079,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run079,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run079,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run079,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run079,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run079,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run080,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run080,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run080,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run080,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run080,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run080,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run081,10,0,9,1
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run081,10,0,6,4
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run081,10,3,5,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run081,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run081,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run081,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run082,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run082,10,0,6,4
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run082,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run082,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run082,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run082,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run083,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run083,10,0,6,4
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run083,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run083,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run083,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run083,10,2,8,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run084,10,0,9,1
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run084,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run084,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run084,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run084,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run084,10,2,8,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run085,10,0,9,1
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run085,10,0,6,4
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run085,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run085,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run085,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run085,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run086,10,0,9,1
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run086,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run086,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run086,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run086,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run086,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run087,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run087,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run087,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run087,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run087,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run087,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run088,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run088,10,0,6,4
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run088,10,3,5,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run088,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run088,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run088,10,2,8,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run089,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run089,10,0,6,4
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run089,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run089,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run089,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run089,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run090,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run090,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run090,10,3,5,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run090,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run090,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run090,10,2,8,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run091,10,0,9,1
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run091,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run091,10,3,5,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run091,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run091,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run091,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run092,10,0,9,1
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run092,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run092,10,3,5,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run092,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run092,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run092,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run093,10,0,9,1
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run093,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run093,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run093,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run093,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run093,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run094,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run094,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run094,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run094,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run094,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run094,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run095,10,0,9,1
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run095,10,0,6,4
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run095,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run095,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run095,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run095,10,2,8,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run096,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run096,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run096,10,3,5,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run096,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run096,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run096,10,2,8,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run097,10,0,9,1
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run097,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run097,10,3,5,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run097,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run097,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run097,10,2,8,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run098,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run098,10,0,6,4
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run098,10,3,5,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run098,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run098,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run098,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run099,10,0,9,1
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run099,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run099,10,3,5,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run099,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run099,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run099,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run100,10,0,9,1
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run100,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run100,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run100,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run100,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run100,4,0,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run001,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run001,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run001,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run001,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run001,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run001,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run002,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run002,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run002,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run002,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run002,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run002,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run003,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run003,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run003,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run003,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run003,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run003,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run004,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run004,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run004,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run004,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run004,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run004,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run005,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run005,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run005,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run005,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run005,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run005,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run006,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run006,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run006,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run006,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run006,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run006,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run007,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run007,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run007,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run007,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run007,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run007,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run008,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run008,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run008,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run008,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run008,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run008,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run009,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run009,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run009,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run009,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run009,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run009,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run010,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run010,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run010,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run010,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run010,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run010,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run011,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run011,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run011,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run011,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run011,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run011,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run012,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run012,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run012,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run012,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run012,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run012,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run013,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run013,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run013,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run013,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run013,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run013,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run014,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run014,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run014,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run014,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run014,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run014,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run015,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run015,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run015,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run015,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run015,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run015,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run016,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run016,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run016,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run016,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run016,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run016,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run017,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run017,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run017,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run017,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run017,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run017,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run018,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run018,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run018,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run018,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run018,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run018,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run019,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run019,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run019,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run019,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run019,10,3,3,4
qwen2.5-7b,type2_diabetes,qwen2.5-7b-run019,10,6,4,0
qwen2.5-7b,alzheimers_disease,qwen2.5-7b-run020,10,2,6,2
qwen2.5-7b,hereditary_cancer,qwen2.5-7b-run020,10,2,7,1
qwen2.5-7b,hypertrophic_cardiomyopathy,qwen2.5-7b-run020,10,2,8,0
qwen2.5-7b,parkinsons_disease,qwen2.5-7b-run020,9,3,4,2
qwen2.5-7b,primary_immunodeficiency,qwen2.5-7b-run020,10,3,3,4
