model,disease,run,llm_ids,unsupported,ane,valid_enriched
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run049,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run050,10,1,6,3
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run050,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run050,10,3,2,5
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run050,10,1,7,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run050,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run050,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run051,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run051,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run051,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run051,10,1,6,3
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run051,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run051,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run052,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run052,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run052,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run052,9,1,6,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run052,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run052,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run053,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run053,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run053,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run053,10,1,6,3
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run053,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run053,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run054,10,1,6,3
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run054,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run054,10,3,2,5
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run054,10,1,7,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run054,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run054,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run055,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run055,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run055,10,3,2,5
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run055,10,1,6,3
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run055,10,1,3,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run055,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run056,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run056,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run056,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run056,10,1,7,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run056,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run056,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run057,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run057,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run057,10,3,2,5
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run057,10,1,7,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run057,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run057,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run058,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run058,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run058,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run058,10,1,6,3
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run058,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run058,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run059,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run059,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run059,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run059,10,1,7,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run059,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run059,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run060,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run060,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run060,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run060,10,1,7,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run060,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run060,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run061,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run061,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run061,10,3,2,5
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run061,10,1,7,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run061,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run061,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run062,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run062,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run062,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run062,10,1,6,3
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run062,10,1,3,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run062,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run063,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run063,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run063,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run063,10,1,6,3
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run063,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run063,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run064,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run064,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run064,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run064,10,1,7,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run064,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run064,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run065,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run065,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run065,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run065,10,1,6,3
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run065,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run065,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run066,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run066,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run066,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run066,10,1,7,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run066,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run066,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run067,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run067,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run067,10,3,2,5
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run067,10,1,7,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run067,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run067,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run068,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run068,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run068,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run068,10,1,6,3
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run068,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run068,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run069,10,1,6,3
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run069,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run069,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run069,10,1,6,3
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run069,10,1,3,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run069,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run070,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run070,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run070,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run070,9,1,6,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run070,10,1,3,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run070,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run071,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run071,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run071,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run071,10,1,6,3
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run071,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run071,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run072,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run072,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run072,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run072,10,1,7,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run072,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run072,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run073,10,1,6,3
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run073,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run073,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run073,10,1,7,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run073,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run073,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run074,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run074,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run074,10,3,1,6
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run074,10,1,7,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run074,10,1,3,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run074,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run075,10,1,6,3
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run075,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run075,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run075,10,1,6,3
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run075,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run075,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run076,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run076,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run076,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run076,10,1,6,3
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run076,10,1,3,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run076,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run077,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run077,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run077,10,3,2,5
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run077,10,1,6,3
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run077,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run077,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run078,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run078,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run078,10,3,2,5
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run078,10,1,7,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run078,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run078,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run079,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run079,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run079,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run079,9,1,6,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run079,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run079,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run080,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run080,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run080,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run080,10,1,7,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run080,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run080,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run081,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run081,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run081,10,3,2,5
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run081,10,1,7,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run081,10,1,3,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run081,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run082,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run082,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run082,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run082,10,1,7,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run082,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run082,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run083,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run083,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run083,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run083,10,1,7,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run083,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run083,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run084,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run084,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run084,10,3,1,6
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run084,9,1,6,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run084,10,0,3,7
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run084,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run085,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run085,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run085,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run085,9,1,6,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run085,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run085,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run086,10,1,6,3
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run086,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run086,10,6,1,3
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run086,10,1,6,3
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run086,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run086,10,0,10,0
groq-gpt-oss-120b,alzheimers_disease,groq-gpt-oss-120b-run087,10,1,5,4
groq-gpt-oss-120b,hereditary_cancer,groq-gpt-oss-120b-run087,10,0,5,5
groq-gpt-oss-120b,hypertrophic_cardiomyopathy,groq-gpt-oss-120b-run087,10,3,1,6
groq-gpt-oss-120b,parkinsons_disease,groq-gpt-oss-120b-run087,10,1,7,2
groq-gpt-oss-120b,primary_immunodeficiency,groq-gpt-oss-120b-run087,10,0,4,6
groq-gpt-oss-120b,type2_diabetes,groq-gpt-oss-120b-run087,10,0,10,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run001,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run001,10,0,6,4
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run001,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run001,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run001,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run001,10,2,8,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run002,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run002,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run002,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run002,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run002,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run002,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run003,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run003,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run003,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run003,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run003,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run003,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run004,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run004,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run004,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run004,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run004,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run004,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run005,10,0,9,1
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run005,10,0,6,4
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run005,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run005,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run005,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run005,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run006,10,0,9,1
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run006,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run006,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run006,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run006,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run006,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run007,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run007,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run007,10,3,5,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run007,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run007,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run007,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run008,10,0,9,1
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run008,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run008,9,4,3,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run008,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run008,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run008,10,2,8,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run009,10,0,9,1
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run009,10,0,6,4
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run009,10,3,5,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run009,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run009,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run009,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run010,10,1,7,2
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run010,10,0,5,5
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run010,10,3,5,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run010,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run010,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run010,4,0,4,0
groq-qwen3.8-27b,alzheimers_disease,groq-qwen3.8-27b-run011,10,0,9,1
groq-qwen3.8-27b,hereditary_cancer,groq-qwen3.8-27b-run011,10,0,6,4
groq-qwen3.8-27b,hypertrophic_cardiomyopathy,groq-qwen3.8-27b-run011,10,3,5,2
groq-qwen3.8-27b,parkinsons_disease,groq-qwen3.8-27b-run011,10,1,7,2
groq-qwen3.8-27b,primary_immunodeficiency,groq-qwen3.8-27b-run011,10,1,8,1
groq-qwen3.8-27b,type2_diabetes,groq-qwen3.8-27b-run011,10,2,8,0
